quoteId,supplierName,materialName,unitPrice,quantity,totalPrice,deliveryDays,region,quoteDate,fileType,riskStatus,riskReason
Q00367,ABC Suppliers,Concrete,183.99,872,160443.62,3,Ontario,2025-07-27,CSV,Normal,Quote is within expected range
Q00092,XYZ Materials,Steel,1064.92,76,80933.69,14,Quebec,2025-06-09,PDF,Normal,Quote is within expected range
Q00340,Prime Industrial,Concrete,162.49,692,112440.13,12,Ontario,2025-03-13,Excel,Normal,Quote is within expected range
Q00898,BudgetSource,Wood,84.16,917,77173.61,49,New York,2025-08-04,CSV,Anomaly,Delivery time is unusually long
Q00565,RapidSupply,Aluminum,1946.87,305,593795.95,10,New York,2025-03-29,Excel,Normal,Quote is within expected range
Q00346,Maple Materials,Concrete,206.1,374,77080.56,7,Michigan,2025-10-13,Excel,Normal,Quote is within expected range
Q00777,Maple Materials,Steel,1655.93,312,516649.87,14,Michigan,2025-09-27,Excel,Anomaly,Unit price is much higher than expected
Q00242,RapidSupply,Concrete,207.52,483,100234.2,4,Quebec,2025-10-20,CSV,Normal,Quote is within expected range
Q00014,Maple Materials,Steel,800.71,192,153736.4,13,Michigan,2025-03-15,CSV,Normal,Quote is within expected range
Q00316,RapidSupply,Concrete,183.09,1427,261264.52,5,Quebec,2026-01-10,CSV,Normal,Quote is within expected range
Q00601,RapidSupply,Aluminum,1887.64,392,739953.0,18,Ontario,2025-08-10,Excel,Normal,Quote is within expected range
Q00388,BuildCo,Concrete,257.19,511,131425.87,5,New York,2025-06-14,Excel,Normal,Quote is within expected range
Q00274,BuildCo,Concrete,180.62,1378,248889.05,12,Quebec,2025-03-29,Excel,Normal,Quote is within expected range
Q00167,XYZ Materials,Steel,1050.26,188,197448.42,10,Ontario,2025-05-01,Excel,Normal,Quote is within expected range
Q00841,ABC Suppliers,Concrete,237.49,1433,340320.01,4,New York,2025-01-19,PDF,Anomaly,Large order has unexpectedly high unit price
Q00993,Maple Materials,Copper,14654.74,196,2872328.87,43,Michigan,2025-05-28,PDF,Anomaly,High price and slow delivery
Q00647,ABC Suppliers,Aluminum,1126.83,74,83385.42,16,Ontario,2025-07-03,Excel,Normal,Quote is within expected range
Q00819,BuildCo,Steel,1517.44,595,902878.44,7,New York,2025-02-04,Excel,Anomaly,Unit price is much higher than expected
Q00485,Maple Materials,Wood,70.41,366,25770.96,6,Ontario,2025-12-13,CSV,Normal,Quote is within expected range
Q00981,ABC Suppliers,Copper,8219.82,122,1002818.39,54,New York,2025-10-22,PDF,Anomaly,Delivery time is unusually long
Q00505,Prime Industrial,Wood,65.65,281,18446.5,9,Quebec,2025-06-24,Excel,Normal,Quote is within expected range
Q00832,BuildCo,Concrete,286.76,1023,293353.96,12,Michigan,2025-07-31,CSV,Anomaly,Unit price is much higher than expected
Q00244,ABC Suppliers,Concrete,197.09,1401,276127.9,8,Michigan,2025-08-29,PDF,Normal,Quote is within expected range
Q00567,RapidSupply,Aluminum,1408.42,134,188727.81,16,Ontario,2025-04-24,CSV,Normal,Quote is within expected range
Q00876,XYZ Materials,Concrete,184.44,245,45188.42,65,New York,2025-10-12,Excel,Anomaly,Delivery time is unusually long
Q00563,NorthSteel,Wood,91.37,497,45408.51,13,New York,2025-08-03,CSV,Normal,Quote is within expected range
Q00687,ABC Suppliers,Copper,8228.01,104,855713.15,23,Michigan,2025-09-25,CSV,Normal,Quote is within expected range
Q00190,Prime Industrial,Steel,857.26,279,239176.37,10,Quebec,2025-12-03,CSV,Normal,Quote is within expected range
Q00783,RapidSupply,Steel,1504.28,487,732581.97,7,Michigan,2025-12-26,Excel,Anomaly,Unit price is much higher than expected
Q00700,Maple Materials,Copper,8648.79,143,1236776.53,8,Michigan,2025-11-11,Excel,Normal,Quote is within expected range
Q00476,BuildCo,Wood,80.47,337,27119.86,12,New York,2025-02-17,PDF,Normal,Quote is within expected range
Q00682,BudgetSource,Copper,6124.48,163,998290.94,25,Quebec,2025-04-23,CSV,Normal,Quote is within expected range
Q00511,NorthSteel,Wood,75.66,101,7641.58,13,Quebec,2025-04-01,Excel,Normal,Quote is within expected range
Q00059,Maple Materials,Steel,1022.34,335,342482.42,13,New York,2025-05-23,PDF,Normal,Quote is within expected range
Q00475,XYZ Materials,Wood,100.54,529,53184.86,4,Quebec,2025-09-29,PDF,Normal,Quote is within expected range
Q00561,NorthSteel,Wood,68.2,883,60217.51,4,Quebec,2025-03-18,Excel,Normal,Quote is within expected range
Q00857,BuildCo,Concrete,257.11,1209,310846.81,9,New York,2025-01-16,CSV,Anomaly,Large order has unexpectedly high unit price
Q00748,NorthSteel,Copper,7823.28,49,383340.78,7,New York,2025-07-31,CSV,Normal,Quote is within expected range
Q00253,NorthSteel,Concrete,218.54,261,57039.11,5,Ontario,2026-01-08,CSV,Normal,Quote is within expected range
Q00022,RapidSupply,Steel,1035.78,421,436061.73,9,Michigan,2025-01-10,PDF,Normal,Quote is within expected range
Q00314,NorthSteel,Concrete,190.24,1030,195945.01,11,Ontario,2025-06-21,CSV,Normal,Quote is within expected range
Q00460,ABC Suppliers,Wood,58.08,267,15507.07,9,Quebec,2025-12-26,PDF,Normal,Quote is within expected range
Q00161,XYZ Materials,Steel,826.42,456,376846.98,13,Quebec,2026-01-22,PDF,Normal,Quote is within expected range
Q00277,BudgetSource,Concrete,176.3,1089,191994.84,9,New York,2025-11-25,CSV,Normal,Quote is within expected range
Q00956,NorthSteel,Aluminum,2324.35,254,590385.73,40,Quebec,2025-02-26,CSV,Anomaly,High price and slow delivery
Q00192,ABC Suppliers,Steel,1013.66,329,333494.22,9,New York,2025-01-15,PDF,Normal,Quote is within expected range
Q00386,BudgetSource,Concrete,167.3,377,63073.4,9,Quebec,2025-08-23,PDF,Normal,Quote is within expected range
Q00806,BudgetSource,Steel,285.9,600,171541.69,13,Ontario,2025-06-19,PDF,Anomaly,Unit price is unusually low
Q00414,BuildCo,Wood,104.0,291,30264.09,11,Michigan,2025-05-28,PDF,Normal,Quote is within expected range
Q00492,ABC Suppliers,Wood,102.44,276,28274.12,6,Michigan,2025-12-16,CSV,Normal,Quote is within expected range
Q00344,RapidSupply,Concrete,197.88,714,141289.36,11,Michigan,2025-07-29,PDF,Normal,Quote is within expected range
Q00770,Prime Industrial,Steel,1439.43,381,548424.71,56,Quebec,2025-10-06,CSV,Anomaly,High price and slow delivery
Q00309,XYZ Materials,Concrete,194.25,1067,207267.23,5,Michigan,2025-06-19,Excel,Normal,Quote is within expected range
Q00662,BuildCo,Aluminum,1484.08,340,504588.82,9,Quebec,2025-05-15,Excel,Normal,Quote is within expected range
Q00131,NorthSteel,Steel,817.29,174,142208.26,15,Michigan,2025-12-24,CSV,Normal,Quote is within expected range
Q00664,ABC Suppliers,Aluminum,1585.32,261,413769.03,11,New York,2025-10-06,Excel,Normal,Quote is within expected range
Q00872,BudgetSource,Concrete,173.81,1363,236905.8,54,Quebec,2025-04-25,PDF,Anomaly,Delivery time is unusually long
Q00100,Maple Materials,Steel,943.21,382,360306.66,8,New York,2025-01-15,CSV,Normal,Quote is within expected range
Q00373,Maple Materials,Concrete,216.09,260,56183.82,8,Quebec,2026-02-09,Excel,Normal,Quote is within expected range
Q00088,NorthSteel,Steel,987.28,103,101689.71,10,Ontario,2025-08-29,PDF,Normal,Quote is within expected range
Q00459,ABC Suppliers,Wood,69.02,773,53353.69,5,New York,2025-12-08,Excel,Normal,Quote is within expected range
Q00331,Maple Materials,Concrete,198.01,1208,239197.05,4,New York,2025-12-25,PDF,Normal,Quote is within expected range
Q00215,ABC Suppliers,Steel,905.42,242,219110.44,12,Michigan,2026-02-19,Excel,Normal,Quote is within expected range
Q00467,ABC Suppliers,Wood,84.74,354,29997.47,9,Michigan,2025-04-25,CSV,Normal,Quote is within expected range
Q00122,BudgetSource,Steel,801.0,90,72090.3,16,Michigan,2025-02-11,Excel,Normal,Quote is within expected range
Q00615,BudgetSource,Aluminum,1914.24,44,84226.46,20,Ontario,2025-09-29,Excel,Normal,Quote is within expected range
Q00021,Prime Industrial,Steel,1065.79,593,632011.21,14,Quebec,2025-07-11,PDF,Normal,Quote is within expected range
Q00701,BuildCo,Copper,9102.48,61,555250.99,23,Michigan,2025-08-13,PDF,Normal,Quote is within expected range
Q00072,BudgetSource,Steel,1024.86,55,56367.17,6,Michigan,2025-05-05,PDF,Normal,Quote is within expected range
Q00107,XYZ Materials,Steel,1056.43,545,575755.24,14,Quebec,2025-04-09,PDF,Normal,Quote is within expected range
Q00271,Maple Materials,Concrete,218.53,413,90254.8,5,Ontario,2025-03-05,Excel,Normal,Quote is within expected range
Q00861,BudgetSource,Concrete,271.84,1283,348768.66,5,Quebec,2025-04-08,CSV,Anomaly,Large order has unexpectedly high unit price
Q00436,Prime Industrial,Wood,80.27,262,21032.0,8,Quebec,2025-11-29,CSV,Normal,Quote is within expected range
Q00103,BudgetSource,Steel,870.64,145,126242.26,11,Michigan,2025-08-18,PDF,Normal,Quote is within expected range
